id,name,category,brand,sku,priceMin,priceMax,priceRange,material,finish,size,image,imageVerified,availability,status,style,description,popularity,showroomName,showroomLocation,showroomContact,sellerType,sourceUrl,priceSource,isVerifiedSource,sourceNote
p_faucet_014,Vòi lavabo Local Showroom Warm Nickel,Vòi lavabo,Local Showroom,LOCAL-FCT-001,1200000,2800000,1.200.000đ – 2.800.000đ,Đồng thau,Nickel ấm,Theo model,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Warm Neutral,Vòi lavabo dùng cho combo phòng tắm; thông số và giá cần xác nhận theo showroom trước khi chốt báo giá.,56,HomeBath Studio,"Đống Đa, Hà Nội",024 7777 1122,Dữ liệu mẫu,,Giá tham khảo cần xác minh,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_faucet_015,Vòi lavabo Local Showroom Slim Black,Vòi lavabo,Local Showroom,LOCAL-FCT-002,1500000,3200000,1.500.000đ – 3.200.000đ,Đồng thau,Đen mờ,Theo model,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Japandi,Vòi lavabo dùng cho combo phòng tắm; thông số và giá cần xác nhận theo showroom trước khi chốt báo giá.,78,LivLab Partner Showroom,"Mỹ Đình, Hà Nội",024 0000 0000,Dữ liệu mẫu,,Giá tham khảo cần xác minh,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_mirror_001,Gương LED phòng tắm Hafele bo tròn tham khảo,Gương,Hafele,HAFELE-MIRROR-SAMPLE-001,2500000,6500000,2.500.000đ – 6.500.000đ,Kính cường lực/tráng bạc,Viền nhôm / LED ấm,600–900 mm,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Hotel,Gương phòng tắm dùng trong concept; giá và model cần xác minh theo showroom/đại lý.,59,Interior Material Hub,"Long Biên, Hà Nội",024 2222 6699,Showroom đối tác,https://hafelehome.com.vn/blogs/tin-tuc/showroom-hafele-nguyen-van-troi-tphcm,Giá tham khảo cần xác minh,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_mirror_002,Gương LED Hafele chữ nhật tham khảo,Gương,Hafele,HAFELE-MIRROR-SAMPLE-002,2800000,7500000,2.800.000đ – 7.500.000đ,Kính cường lực/tráng bạc,Viền nhôm đen,600–900 mm,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Modern,Gương phòng tắm dùng trong concept; giá và model cần xác minh theo showroom/đại lý.,72,Hải Linh Showroom,"Hà Đông, Hà Nội",024 3858 6655,Đại lý phân phối,https://hafelehome.com.vn/blogs/tin-tuc/showroom-hafele-nguyen-van-troi-tphcm,Giá tham khảo cần xác minh,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_mirror_003,Gương LED Aura Round,Gương,Local Showroom,LOCAL-MIR-AURA-600,1800000,2800000,1.800.000đ – 2.800.000đ,Kính cường lực/tráng bạc,Viền bạc tự nhiên,600–900 mm,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Minimal,Gương phòng tắm dùng trong concept; giá và model cần xác minh theo showroom/đại lý.,82,HITA Home,TP. Hồ Chí Minh,028 8888 6688,Dữ liệu mẫu,,Giá tham khảo cần xác minh,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_mirror_004,Gương LED Linea Rectangle,Gương,Local Showroom,LOCAL-MIR-LINEA-800,2200000,3600000,2.200.000đ – 3.600.000đ,Kính cường lực/tráng bạc,Viền đen mờ,600–900 mm,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Modern,Gương phòng tắm dùng trong concept; giá và model cần xác minh theo showroom/đại lý.,68,LivLab Partner Showroom,"Mỹ Đình, Hà Nội",024 0000 0000,Dữ liệu mẫu,,Giá tham khảo cần xác minh,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_mirror_005,Gương LED chống mờ Euroking tham khảo,Gương,Euroking,EURO-MIR-SAMPLE-001,2900000,6200000,2.900.000đ – 6.200.000đ,Kính cường lực/tráng bạc,LED chống mờ,600–900 mm,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Luxury,Gương phòng tắm dùng trong concept; giá và model cần xác minh theo showroom/đại lý.,86,Interior Material Hub,"Long Biên, Hà Nội",024 2222 6699,Dữ liệu mẫu,,Giá tham khảo cần xác minh,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_mirror_006,Gương LED phòng tắm Điện Quang tham khảo,Gương,Dien Quang,DQ-MIR-SAMPLE-001,1200000,3000000,1.200.000đ – 3.000.000đ,Kính cường lực/tráng bạc,LED trắng ấm,600–900 mm,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Budget,Gương phòng tắm dùng trong concept; giá và model cần xác minh theo showroom/đại lý.,74,Hải Linh Showroom,"Hà Đông, Hà Nội",024 3858 6655,Dữ liệu mẫu,,Giá tham khảo cần xác minh,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_mirror_007,Gương LED phòng tắm Rạng Đông tham khảo,Gương,Rang Dong,RD-MIR-SAMPLE-001,900000,2500000,900.000đ – 2.500.000đ,Kính cường lực/tráng bạc,LED trung tính,600–900 mm,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Budget,Gương phòng tắm dùng trong concept; giá và model cần xác minh theo showroom/đại lý.,83,HITA Home,TP. Hồ Chí Minh,028 8888 6688,Dữ liệu mẫu,,Giá tham khảo cần xác minh,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_mirror_008,Gương phòng tắm American Standard tham khảo,Gương,American Standard,AS-MIR-SAMPLE-001,1800000,4200000,1.800.000đ – 4.200.000đ,Kính cường lực/tráng bạc,Kính tráng bạc,600–900 mm,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Modern,Gương phòng tắm dùng trong concept; giá và model cần xác minh theo showroom/đại lý.,63,Modern Bath Gallery,"Nam Từ Liêm, Hà Nội",024 3333 8899,Dữ liệu mẫu,,Giá tham khảo cần xác minh,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_mirror_009,Gương phòng tắm TOTO tham khảo,Gương,TOTO,TOTO-MIR-SAMPLE-001,1500000,4500000,1.500.000đ – 4.500.000đ,Kính cường lực/tráng bạc,Kính tráng bạc,600–900 mm,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Minimal,Gương phòng tắm dùng trong concept; giá và model cần xác minh theo showroom/đại lý.,80,TDM Tuấn Đức,"Cầu Giấy, Hà Nội",024 6666 8686,Đại lý phân phối,https://vn.toto.com/gia-thiet-bi-ve-sinh-toto/,Giá tham khảo cần xác minh,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_mirror_010,Gương phòng tắm INAX tham khảo,Gương,INAX,INAX-MIR-SAMPLE-001,1200000,3800000,1.200.000đ – 3.800.000đ,Kính cường lực/tráng bạc,Kính tráng bạc,600–900 mm,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Minimal,Gương phòng tắm dùng trong concept; giá và model cần xác minh theo showroom/đại lý.,75,Hải Linh Showroom,"Hà Đông, Hà Nội",024 3858 6655,Đại lý phân phối,https://www.inax.com.vn/vi/san-pham/accessories/,Giá tham khảo cần xác minh,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_shower_001,Cây sen tắm INAX BFV-CL2,Sen tắm,INAX,BFV-CL2,6825000,9100000,6.825.000đ – 9.100.000đ,Đồng mạ chrome,Chrome,Theo model,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Modern,Bộ sen tắm dùng cho concept phòng tắm; cần xác nhận cấu hình và tồn kho trước khi báo giá.,63,Modern Bath Gallery,"Nam Từ Liêm, Hà Nội",024 3333 8899,Showroom đối tác,https://www.inax.com.vn/vi/san-pham/accessories/,Nguồn giá/model từ website hãng hoặc giá tham khảo,TRUE,"Model/giá có nguồn tham khảo; ảnh đang dùng placeholder, cần thay bằng ảnh chính hãng trước khi dùng thương mại."
p_shower_002,Cây sen tắm INAX BFV-CL1,Sen tắm,INAX,BFV-CL1,4297000,5730000,4.297.000đ – 5.730.000đ,Đồng mạ chrome,Chrome,Theo model,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Modern,Bộ sen tắm dùng cho concept phòng tắm; cần xác nhận cấu hình và tồn kho trước khi báo giá.,74,HomeBath Studio,"Đống Đa, Hà Nội",024 7777 1122,Showroom đối tác,https://www.inax.com.vn/vi/san-pham/accessories/,Nguồn giá/model từ website hãng hoặc giá tham khảo,TRUE,"Model/giá có nguồn tham khảo; ảnh đang dùng placeholder, cần thay bằng ảnh chính hãng trước khi dùng thương mại."
p_shower_003,Sen tắm INAX cơ bản tham khảo,Sen tắm,INAX,INAX-SHW-SAMPLE-001,1200000,3000000,1.200.000đ – 3.000.000đ,Đồng mạ chrome,Chrome,Theo model,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Budget,Bộ sen tắm dùng cho concept phòng tắm; cần xác nhận cấu hình và tồn kho trước khi báo giá.,55,LivLab Partner Showroom,"Mỹ Đình, Hà Nội",024 0000 0000,Showroom đối tác,https://www.inax.com.vn/vi/san-pham/accessories/,Nguồn giá/model từ website hãng hoặc giá tham khảo,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_shower_004,Sen cây TOTO phổ thông tham khảo,Sen tắm,TOTO,TOTO-SHW-SAMPLE-001,3500000,9500000,3.500.000đ – 9.500.000đ,Đồng mạ chrome,Chrome,Theo model,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Modern,Bộ sen tắm dùng cho concept phòng tắm; cần xác nhận cấu hình và tồn kho trước khi báo giá.,80,TDM Tuấn Đức,"Cầu Giấy, Hà Nội",024 6666 8686,Đại lý phân phối,https://vn.toto.com/gia-thiet-bi-ve-sinh-toto/,Nguồn giá/model từ website hãng hoặc giá tham khảo,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_shower_005,Sen tắm TOTO cao cấp tham khảo,Sen tắm,TOTO,TOTO-SHW-SAMPLE-002,10000000,35000000,10.000.000đ – 35.000.000đ,Đồng mạ PVD,Chrome/Nickel,Theo model,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Luxury,Bộ sen tắm dùng cho concept phòng tắm; cần xác nhận cấu hình và tồn kho trước khi báo giá.,78,LivLab Partner Showroom,"Mỹ Đình, Hà Nội",024 0000 0000,Showroom đối tác,https://vn.toto.com/gia-thiet-bi-ve-sinh-toto/,Nguồn giá/model từ website hãng hoặc giá tham khảo,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_shower_006,Sen cây Caesar chrome tham khảo,Sen tắm,Caesar,CAE-SHW-SAMPLE-001,1800000,5200000,1.800.000đ – 5.200.000đ,Đồng mạ chrome,Chrome,Theo model,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Modern,Bộ sen tắm dùng cho concept phòng tắm; cần xác nhận cấu hình và tồn kho trước khi báo giá.,90,TDM Tuấn Đức,"Cầu Giấy, Hà Nội",024 6666 8686,Đại lý phân phối,https://caesar.com.vn/Vn/san-pham/loai/2/lavabo,Nguồn giá/model từ website hãng hoặc giá tham khảo,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_shower_007,Sen tắm Caesar đen mờ tham khảo,Sen tắm,Caesar,CAE-SHW-SAMPLE-002,2800000,7500000,2.800.000đ – 7.500.000đ,Đồng mạ sơn tĩnh điện,Đen mờ,Theo model,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Hotel,Bộ sen tắm dùng cho concept phòng tắm; cần xác nhận cấu hình và tồn kho trước khi báo giá.,85,Modern Bath Gallery,"Nam Từ Liêm, Hà Nội",024 3333 8899,Showroom đối tác,https://caesar.com.vn/Vn/san-pham/loai/2/lavabo,Nguồn giá/model từ website hãng hoặc giá tham khảo,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_shower_008,Sen cây GROHE Rainshower tham khảo,Sen tắm,Grohe,GROHE-RAINSHOWER-SAMPLE,12000000,35000000,12.000.000đ – 35.000.000đ,Đồng thau,Chrome,Theo model,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Luxury,Bộ sen tắm dùng cho concept phòng tắm; cần xác nhận cấu hình và tồn kho trước khi báo giá.,87,Hải Linh Showroom,"Hà Đông, Hà Nội",024 3858 6655,Đại lý phân phối,https://www.grohe.vn/,Nguồn giá/model từ website hãng hoặc giá tham khảo,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_shower_009,Sen tắm GROHE Eurosmart tham khảo,Sen tắm,Grohe,GROHE-SHW-EUROSMART-SAMPLE,4500000,9500000,4.500.000đ – 9.500.000đ,Đồng thau,Chrome,Theo model,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Modern,Bộ sen tắm dùng cho concept phòng tắm; cần xác nhận cấu hình và tồn kho trước khi báo giá.,74,HomeBath Studio,"Đống Đa, Hà Nội",024 7777 1122,Showroom đối tác,https://www.grohe.vn/,Nguồn giá/model từ website hãng hoặc giá tham khảo,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_shower_010,Sen tắm Hafele âm tường tham khảo,Sen tắm,Hafele,HAFELE-SHW-SAMPLE-001,6500000,18000000,6.500.000đ – 18.000.000đ,Đồng thau,Chrome,Theo model,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Hotel,Bộ sen tắm dùng cho concept phòng tắm; cần xác nhận cấu hình và tồn kho trước khi báo giá.,55,HomeBath Studio,"Đống Đa, Hà Nội",024 7777 1122,Showroom đối tác,https://hafelehome.com.vn/blogs/tin-tuc/showroom-hafele-nguyen-van-troi-tphcm,Nguồn giá/model từ website hãng hoặc giá tham khảo,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_shower_011,Sen cây Hafele đen mờ tham khảo,Sen tắm,Hafele,HAFELE-SHW-SAMPLE-002,5200000,12500000,5.200.000đ – 12.500.000đ,Đồng thau,Đen mờ,Theo model,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Japandi,Bộ sen tắm dùng cho concept phòng tắm; cần xác nhận cấu hình và tồn kho trước khi báo giá.,95,Modern Bath Gallery,"Nam Từ Liêm, Hà Nội",024 3333 8899,Showroom đối tác,https://hafelehome.com.vn/blogs/tin-tuc/showroom-hafele-nguyen-van-troi-tphcm,Nguồn giá/model từ website hãng hoặc giá tham khảo,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_shower_012,Sen cây COTTO tham khảo,Sen tắm,COTTO,COTTO-SHW-SAMPLE-001,2500000,8500000,2.500.000đ – 8.500.000đ,Đồng mạ chrome,Chrome,Theo model,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Modern,Bộ sen tắm dùng cho concept phòng tắm; cần xác nhận cấu hình và tồn kho trước khi báo giá.,85,TDM Tuấn Đức,"Cầu Giấy, Hà Nội",024 6666 8686,Dữ liệu mẫu,,Nguồn giá/model từ website hãng hoặc giá tham khảo,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_shower_013,Sen tắm American Standard tham khảo,Sen tắm,American Standard,AS-SHW-SAMPLE-001,3000000,9500000,3.000.000đ – 9.500.000đ,Đồng mạ chrome,Chrome,Theo model,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Modern,Bộ sen tắm dùng cho concept phòng tắm; cần xác nhận cấu hình và tồn kho trước khi báo giá.,81,Hải Linh Showroom,"Hà Đông, Hà Nội",024 3858 6655,Dữ liệu mẫu,,Nguồn giá/model từ website hãng hoặc giá tham khảo,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_shower_014,Sen tắm Local Showroom Warm Shower,Sen tắm,Local Showroom,LOCAL-SHW-WARM-001,2200000,5200000,2.200.000đ – 5.200.000đ,Đồng thau,Nickel ấm,Theo model,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Warm Neutral,Bộ sen tắm dùng cho concept phòng tắm; cần xác nhận cấu hình và tồn kho trước khi báo giá.,83,Modern Bath Gallery,"Nam Từ Liêm, Hà Nội",024 3333 8899,Dữ liệu mẫu,,Nguồn giá/model từ website hãng hoặc giá tham khảo,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_shower_015,Sen tắm Local Showroom Slim Black,Sen tắm,Local Showroom,LOCAL-SHW-BLACK-001,2600000,6800000,2.600.000đ – 6.800.000đ,Đồng thau,Đen mờ,Theo model,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Minimal,Bộ sen tắm dùng cho concept phòng tắm; cần xác nhận cấu hình và tồn kho trước khi báo giá.,58,Modern Bath Gallery,"Nam Từ Liêm, Hà Nội",024 3333 8899,Dữ liệu mẫu,,Nguồn giá/model từ website hãng hoặc giá tham khảo,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_toilet_001,Bồn cầu 1 khối INAX AC-969VN-2,Bồn cầu,INAX,AC-969VN-2,4000000,5000000,4.000.000đ – 5.000.000đ,Sứ vệ sinh,Trắng bóng,Theo model,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Modern,Bồn cầu cho gói phòng tắm; giá/tính năng cần xác nhận với showroom tại thời điểm báo giá.,70,Interior Material Hub,"Long Biên, Hà Nội",024 2222 6699,Showroom đối tác,https://www.inax.com.vn/vi/san-pham/ban-cau-1-khoi/,Nguồn giá/model từ website hãng hoặc giá tham khảo,TRUE,"Model/giá có nguồn tham khảo; ảnh đang dùng placeholder, cần thay bằng ảnh chính hãng trước khi dùng thương mại."
p_toilet_002,Bồn cầu 1 khối INAX AC-989VN,Bồn cầu,INAX,AC-989VN,5000000,6000000,5.000.000đ – 6.000.000đ,Sứ vệ sinh,Trắng bóng,Theo model,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Modern,Bồn cầu cho gói phòng tắm; giá/tính năng cần xác nhận với showroom tại thời điểm báo giá.,83,Modern Bath Gallery,"Nam Từ Liêm, Hà Nội",024 3333 8899,Showroom đối tác,https://www.inax.com.vn/vi/san-pham/ban-cau-1-khoi/,Nguồn giá/model từ website hãng hoặc giá tham khảo,TRUE,"Model/giá có nguồn tham khảo; ảnh đang dùng placeholder, cần thay bằng ảnh chính hãng trước khi dùng thương mại."
p_toilet_003,Bồn cầu 1 khối INAX AC-959VAN-2,Bồn cầu,INAX,AC-959VAN-2,7000000,8000000,7.000.000đ – 8.000.000đ,Sứ vệ sinh,Trắng bóng,Theo model,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Modern,Bồn cầu cho gói phòng tắm; giá/tính năng cần xác nhận với showroom tại thời điểm báo giá.,80,LivLab Partner Showroom,"Mỹ Đình, Hà Nội",024 0000 0000,Showroom đối tác,https://www.inax.com.vn/vi/san-pham/ban-cau-1-khoi/,Nguồn giá/model từ website hãng hoặc giá tham khảo,TRUE,"Model/giá có nguồn tham khảo; ảnh đang dùng placeholder, cần thay bằng ảnh chính hãng trước khi dùng thương mại."
